id,item_id,dept_id,cat_id,store_id,state_id,d_1,d_2,d_3,d_4,d_5,d_6,d_7,d_8,d_9,d_10,d_11,d_12,d_13,d_14,d_15,d_16,d_17,d_18,d_19,d_20,d_21,d_22,d_23,d_24,d_25,d_26,d_27,d_28,d_29,d_30,d_31,d_32,d_33,d_34,d_35,d_36,d_37,d_38,d_39,d_40,d_41,d_42,d_43,d_44,d_45,d_46,d_47,d_48,d_49,d_50,d_51,d_52,d_53,d_54,d_55,d_56,d_57,d_58,d_59,d_60,d_61,d_62,d_63,d_64,d_65,d_66,d_67,d_68,d_69,d_70,d_71,d_72,d_73,d_74,d_75,d_76,d_77,d_78,d_79,d_80,d_81,d_82,d_83,d_84,d_85,d_86,d_87,d_88,d_89,d_90,d_91,d_92,d_93,d_94,d_95,d_96,d_97,d_98,d_99,d_100,d_101,d_102,d_103,d_104,d_105,d_106,d_107,d_108,d_109,d_110,d_111,d_112,d_113,d_114,d_115,d_116,d_117,d_118,d_119,d_120,d_121,d_122,d_123,d_124,d_125,d_126,d_127,d_128,d_129,d_130,d_131,d_132,d_133,d_134,d_135,d_136,d_137,d_138,d_139,d_140,d_141,d_142,d_143,d_144,d_145,d_146,d_147,d_148,d_149,d_150,d_151,d_152,d_153,d_154,d_155,d_156,d_157,d_158,d_159,d_160,d_161,d_162,d_163,d_164,d_165,d_166,d_167,d_168,d_169,d_170,d_171,d_172,d_173,d_174,d_175,d_176,d_177,d_178,d_179,d_180,d_181,d_182,d_183,d_184,d_185,d_186,d_187,d_188,d_189,d_190,d_191,d_192,d_193,d_194,d_195,d_196,d_197,d_198,d_199,d_200
HOBBIES_1_082_CA_1_CA_1_evaluation,HOBBIES_1_082_CA_1,HOBBIES_1,HOBBIES,CA_1,CA,0,0,3,3,0,2,2,0,0,1,1,3,3,0,1,0,1,3,3,1,3,3,3,2,0,2,2,1,1,2,5,2,0,1,1,3,3,4,3,1,3,3,2,0,1,1,1,3,4,1,1,5,3,0,6,2,2,2,1,4,1,2,2,1,3,0,2,1,2,1,1,2,1,2,1,3,1,1,2,1,0,2,1,0,1,1,3,3,1,2,2,2,1,1,1,1,0,0,2,3,1,2,2,1,2,2,0,2,0,1,0,2,1,1,3,2,0,2,1,0,0,2,0,5,0,0,4,2,3,1,1,1,2,0,3,2,0,2,0,0,0,2,2,1,1,0,1,0,0,2,1,2,1,1,1,0,1,0,0,1,3,1,1,1,3,0,0,1,2,2,1,3,0,3,0,1,2,0,0,3,1,3,4,3,1,2,0,1,4,2,0,0,1,3,2,2,2,7,2,2
HOBBIES_1_083_CA_1_CA_1_evaluation,HOBBIES_1_083_CA_1,HOBBIES_1,HOBBIES,CA_1,CA,4,1,2,2,1,0,1,3,2,1,3,0,3,5,3,0,2,1,3,1,2,0,2,1,3,2,1,0,1,2,5,1,2,1,2,4,0,2,1,4,1,4,1,3,4,3,0,1,2,2,0,0,1,3,2,0,1,0,1,2,2,4,1,1,1,1,2,1,1,0,1,1,1,2,1,0,0,3,1,0,2,1,0,3,2,2,1,0,3,1,1,0,3,2,1,0,2,1,1,2,1,3,1,0,1,5,1,0,4,1,1,0,1,1,1,1,3,1,3,1,3,0,1,1,0,2,1,1,2,1,3,2,0,2,0,1,0,3,1,2,2,2,2,0,1,1,3,3,3,5,0,1,1,0,1,2,2,0,2,1,3,2,4,2,1,4,1,2,1,0,1,1,2,1,2,2,3,2,0,1,1,1,0,1,3,1,0,3,5,3,3,3,3,1,0,1,3,2,3,1
HOBBIES_1_084_CA_1_CA_1_evaluation,HOBBIES_1_084_CA_1,HOBBIES_1,HOBBIES,CA_1,CA,3,4,0,2,1,0,0,2,3,2,1,1,1,3,0,1,2,0,0,2,3,2,3,0,1,1,1,1,0,1,3,2,1,0,2,1,1,2,0,3,2,0,1,1,3,1,1,2,0,1,2,0,2,1,1,1,1,1,0,1,4,2,0,2,3,1,2,1,1,1,3,1,5,0,1,2,1,4,2,2,4,1,3,3,4,2,0,1,0,1,1,3,1,0,3,1,2,3,1,1,0,2,1,0,1,3,3,0,3,3,1,1,1,0,1,1,1,2,3,1,1,0,3,2,3,1,1,1,1,1,3,3,3,3,4,0,1,1,3,1,1,1,1,1,2,1,0,3,1,1,2,3,1,4,2,1,1,3,2,2,0,2,1,1,0,5,2,1,3,1,0,2,1,1,2,2,2,1,1,4,3,4,1,0,2,2,2,3,1,1,1,2,1,3,2,5,2,2,5,1
HOBBIES_1_085_CA_1_CA_1_evaluation,HOBBIES_1_085_CA_1,HOBBIES_1,HOBBIES,CA_1,CA,1,0,2,1,1,0,2,2,0,0,2,1,3,1,1,3,3,1,0,2,0,0,3,1,2,2,0,1,1,0,1,3,0,0,0,0,1,3,2,1,1,0,1,0,1,0,4,1,1,0,0,4,2,3,0,0,2,1,1,1,2,0,0,4,1,2,2,0,0,3,2,2,2,1,1,1,2,2,2,3,0,1,2,3,2,2,2,3,0,1,3,0,1,2,4,2,1,2,6,0,1,0,2,2,1,2,2,2,2,1,3,2,1,1,2,1,1,3,3,1,2,0,2,2,3,1,0,0,4,1,3,0,0,4,0,4,3,2,1,1,4,0,2,2,0,3,1,2,2,3,2,2,0,3,2,0,3,1,0,4,1,1,2,1,1,2,0,2,0,2,4,5,0,4,2,2,1,2,1,3,1,4,2,3,3,0,1,1,1,0,4,0,2,1,0,2,1,5,1,2
HOBBIES_1_086_CA_1_CA_1_evaluation,HOBBIES_1_086_CA_1,HOBBIES_1,HOBBIES,CA_1,CA,2,1,1,2,1,0,3,1,1,5,3,0,1,1,4,2,4,1,1,1,0,0,2,0,2,0,1,0,0,0,1,1,1,2,2,1,0,1,2,1,1,0,2,2,2,2,1,0,0,1,2,1,4,1,1,0,4,3,1,1,2,0,1,4,0,2,1,2,5,0,0,0,1,1,1,1,0,2,3,2,1,1,2,1,4,3,1,0,2,0,1,1,4,1,1,1,2,0,1,2,1,2,2,1,4,4,1,1,3,1,2,2,1,3,1,1,1,2,5,2,1,2,0,0,0,3,3,2,0,0,1,1,2,1,1,2,1,3,1,2,3,2,4,2,3,0,0,0,3,1,2,1,1,2,1,0,1,0,2,2,0,2,1,1,1,2,0,0,1,2,0,2,1,2,1,2,3,4,4,1,1,1,0,2,1,2,2,0,0,0,1,1,2,2,0,3,1,2,0,0
HOBBIES_1_087_CA_1_CA_1_evaluation,HOBBIES_1_087_CA_1,HOBBIES_1,HOBBIES,CA_1,CA,2,0,0,1,2,0,1,3,0,4,2,2,2,1,3,1,1,1,1,1,1,1,0,2,0,0,2,3,1,0,0,2,1,1,0,1,1,1,4,2,2,1,2,0,2,1,1,0,2,2,0,7,1,1,0,3,0,3,0,1,0,0,4,0,1,3,0,4,0,1,3,2,2,3,2,1,1,3,2,1,2,1,1,2,1,1,0,2,1,0,3,0,3,2,1,2,0,1,2,1,1,0,1,0,2,0,3,0,0,1,1,3,1,1,3,0,0,0,2,3,1,0,2,0,2,0,0,1,0,2,2,2,3,1,1,5,0,2,2,1,1,2,1,0,2,2,0,0,2,0,0,4,3,2,2,1,2,1,0,3,0,2,0,1,0,0,0,0,5,0,1,1,2,1,3,1,0,1,1,2,3,0,2,1,3,1,1,0,0,2,1,1,1,0,2,0,1,2,2,1
HOBBIES_1_088_CA_1_CA_1_evaluation,HOBBIES_1_088_CA_1,HOBBIES_1,HOBBIES,CA_1,CA,3,0,2,0,2,1,4,4,3,1,2,3,3,2,2,3,1,2,2,0,1,1,2,1,1,2,2,4,1,2,2,3,3,1,4,0,1,2,2,1,1,0,2,3,0,2,3,4,0,2,2,0,2,1,0,3,0,0,3,3,1,2,4,4,1,1,1,0,2,2,0,0,2,0,2,2,0,3,3,2,2,2,4,1,1,1,0,2,3,0,5,1,1,3,1,1,4,2,3,1,1,0,2,2,1,0,3,2,3,3,1,1,1,0,0,4,1,0,3,1,0,1,2,2,1,1,2,1,3,4,1,1,1,1,0,2,1,2,2,0,3,1,0,1,2,2,2,1,1,0,1,3,1,1,1,0,1,2,1,1,2,1,0,2,2,2,1,0,5,2,0,1,2,1,1,2,2,2,2,1,1,3,0,1,1,0,1,3,2,1,2,1,2,3,2,0,3,2,3,1
HOBBIES_1_089_CA_1_CA_1_evaluation,HOBBIES_1_089_CA_1,HOBBIES_1,HOBBIES,CA_1,CA,2,1,1,0,1,0,1,2,1,2,3,0,1,1,3,3,0,1,1,1,1,0,0,5,4,2,2,1,2,2,2,2,5,1,0,2,3,0,0,2,2,3,6,0,1,0,2,3,0,1,3,2,1,1,2,3,1,0,3,3,0,5,1,2,0,2,1,3,2,3,0,0,1,1,1,3,2,0,1,2,3,2,2,3,2,4,1,1,1,0,1,0,2,0,2,1,1,1,1,2,2,1,3,1,0,2,1,1,1,1,1,0,0,4,1,2,0,3,3,1,1,1,4,2,1,1,1,2,2,2,1,3,1,3,1,1,1,0,1,2,1,2,0,0,3,0,1,2,1,0,0,3,2,2,2,1,2,3,0,2,1,1,1,1,0,1,1,2,1,4,0,1,3,4,0,6,0,1,5,2,2,1,2,3,3,1,0,0,1,0,2,1,0,2,0,0,0,1,0,2
HOBBIES_1_090_CA_1_CA_1_evaluation,HOBBIES_1_090_CA_1,HOBBIES_1,HOBBIES,CA_1,CA,1,0,3,1,3,3,1,2,1,0,2,2,1,1,4,0,3,3,2,1,2,1,0,0,1,1,5,1,4,1,3,0,2,1,1,1,3,1,1,2,0,1,4,2,1,2,4,0,2,2,1,2,4,1,3,2,4,0,1,1,0,0,2,2,2,2,2,3,1,1,1,2,0,3,1,0,1,2,5,2,0,2,1,1,1,3,2,4,0,0,0,0,2,1,1,2,0,1,1,2,2,1,3,4,1,0,1,5,0,1,3,1,0,1,1,2,0,1,2,0,4,4,1,2,1,1,1,1,2,0,3,1,3,3,1,1,3,3,1,1,2,0,0,2,1,0,1,4,2,0,2,0,2,1,1,3,1,1,3,1,4,3,3,0,1,0,0,0,0,1,2,1,0,2,3,1,3,2,1,0,1,2,0,4,0,0,2,2,1,2,0,1,0,1,2,1,1,0,0,2
HOBBIES_1_091_CA_1_CA_1_evaluation,HOBBIES_1_091_CA_1,HOBBIES_1,HOBBIES,CA_1,CA,3,1,4,1,1,0,2,2,0,3,3,1,1,2,2,5,0,2,0,2,2,4,2,0,4,2,0,1,1,5,2,2,2,1,0,3,0,1,0,3,2,1,0,1,1,1,2,0,2,3,2,1,0,2,0,3,3,2,0,0,2,3,0,0,0,2,1,1,2,2,0,2,1,2,1,4,1,1,1,2,4,3,0,1,2,2,0,5,1,1,0,1,2,2,1,0,2,0,0,2,3,2,1,0,1,2,7,1,0,1,0,2,1,4,1,1,1,2,1,2,0,3,1,0,1,1,0,4,1,3,0,1,1,0,3,2,1,4,2,1,2,1,3,1,1,1,5,2,4,0,1,0,4,3,0,1,0,1,0,1,5,1,4,2,0,2,0,0,0,1,0,0,2,2,1,2,1,0,1,3,0,3,2,2,2,2,2,2,1,1,1,0,2,1,2,2,2,2,1,2
HOBBIES_1_092_CA_1_CA_1_evaluation,HOBBIES_1_092_CA_1,HOBBIES_1,HOBBIES,CA_1,CA,1,5,0,1,1,0,1,0,0,4,3,0,2,4,2,3,1,1,3,0,3,0,1,3,3,0,2,2,1,0,2,3,1,1,5,3,2,0,4,2,4,0,2,2,2,1,0,2,1,2,2,1,3,1,1,0,2,0,1,1,3,4,2,3,1,5,1,0,3,3,1,2,6,3,3,0,3,0,1,1,2,3,1,2,1,0,0,4,1,0,1,4,1,2,2,1,1,4,3,2,0,1,3,3,0,3,0,1,0,4,1,2,1,3,4,1,2,2,3,6,4,1,2,0,2,2,0,0,3,3,0,2,2,1,2,1,2,1,0,4,2,0,4,0,2,2,0,4,0,1,3,0,2,0,1,0,1,2,4,4,1,3,0,0,1,1,2,2,1,2,1,1,0,3,1,0,1,4,2,0,0,3,1,3,1,0,1,3,1,1,2,0,1,0,1,1,3,2,3,0
HOBBIES_1_093_CA_1_CA_1_evaluation,HOBBIES_1_093_CA_1,HOBBIES_1,HOBBIES,CA_1,CA,0,2,5,1,1,0,1,1,1,2,1,1,1,1,1,0,1,4,2,3,1,1,1,1,2,1,2,1,1,1,2,0,3,0,1,0,0,2,0,1,3,2,1,2,0,1,2,0,2,5,2,4,0,0,2,2,1,1,2,3,0,3,2,1,1,1,1,1,0,0,3,1,3,0,1,2,2,1,2,3,3,1,4,1,0,2,1,0,1,0,1,0,3,4,1,2,2,2,0,0,1,2,2,0,1,0,2,1,2,1,1,3,2,3,3,2,3,0,2,0,1,4,1,3,0,4,4,2,2,1,1,1,1,0,0,2,2,1,3,2,4,3,1,0,0,1,1,1,1,3,0,0,1,0,1,2,3,1,3,4,2,0,1,3,0,0,2,3,0,2,2,2,1,5,2,2,1,2,2,0,1,0,0,1,0,1,0,2,1,1,2,1,2,1,1,3,2,2,2,0
HOBBIES_1_094_CA_1_CA_1_evaluation,HOBBIES_1_094_CA_1,HOBBIES_1,HOBBIES,CA_1,CA,2,2,2,2,2,1,0,2,1,1,2,0,1,2,0,1,3,1,1,4,3,3,1,0,1,1,0,3,3,2,1,0,0,3,2,0,2,1,3,0,0,0,2,3,2,1,0,0,2,2,0,1,3,3,1,0,2,0,2,0,3,1,1,0,2,2,1,0,2,3,3,3,0,1,3,2,3,3,1,0,1,1,1,2,1,1,1,1,1,3,0,2,1,1,0,1,1,1,0,0,2,3,2,1,1,0,2,0,2,3,2,0,0,5,2,3,0,2,3,2,0,2,4,0,1,1,0,3,0,1,1,3,1,2,1,2,1,2,2,0,1,2,1,1,2,1,2,1,3,0,1,2,2,2,0,1,1,1,2,2,2,1,1,3,2,3,0,3,2,0,1,1,2,3,2,3,0,2,3,3,1,2,1,3,0,2,3,1,2,4,0,2,1,3,1,3,2,0,0,0
HOBBIES_1_095_CA_1_CA_1_evaluation,HOBBIES_1_095_CA_1,HOBBIES_1,HOBBIES,CA_1,CA,3,2,0,2,2,3,0,1,3,1,3,4,1,2,1,0,2,0,1,0,2,1,0,1,3,1,1,1,2,1,2,0,3,1,2,1,3,1,1,2,1,2,0,1,3,1,0,2,1,1,2,0,3,1,2,0,1,3,3,0,2,0,1,1,1,2,4,1,1,3,1,2,3,2,2,4,4,1,0,1,0,1,1,2,2,2,1,0,1,0,3,0,4,1,0,1,2,1,1,4,1,0,2,1,1,2,1,1,4,1,0,2,2,3,3,1,1,1,1,1,0,1,1,1,2,1,1,1,2,0,1,1,2,1,2,1,3,4,2,2,1,2,3,1,1,1,1,2,1,3,3,2,0,0,2,1,1,1,1,3,0,3,0,0,0,1,2,3,1,2,2,2,2,2,1,0,0,0,1,1,0,1,3,1,1,2,3,1,1,3,1,0,1,1,2,1,3,1,0,1
HOBBIES_1_096_CA_1_CA_1_evaluation,HOBBIES_1_096_CA_1,HOBBIES_1,HOBBIES,CA_1,CA,1,1,1,1,2,1,0,2,2,2,1,1,3,3,2,0,4,0,1,2,1,0,1,2,0,2,2,0,0,3,1,2,0,1,0,1,2,0,1,4,0,0,1,1,0,1,0,3,0,4,0,1,0,1,3,1,1,1,0,2,3,1,3,0,3,1,1,0,2,3,2,1,2,1,2,1,2,1,1,0,1,0,3,2,3,2,1,0,2,1,1,3,2,1,1,1,1,1,2,2,2,1,1,4,1,2,6,1,2,1,2,2,0,0,1,1,6,0,0,1,0,2,2,0,1,2,1,0,2,4,2,1,4,0,2,2,1,2,2,1,2,1,2,1,8,3,2,3,2,0,2,3,0,2,2,3,0,2,1,0,1,1,1,1,3,1,3,2,0,0,1,1,2,0,0,0,2,1,2,2,0,3,4,2,2,0,0,1,2,0,0,0,0,0,1,0,2,2,1,2
HOBBIES_1_097_CA_1_CA_1_evaluation,HOBBIES_1_097_CA_1,HOBBIES_1,HOBBIES,CA_1,CA,1,2,1,0,0,1,0,4,1,0,0,2,2,2,0,1,2,1,1,1,0,3,1,1,1,1,2,5,1,2,2,1,4,2,0,4,1,0,0,2,1,0,2,1,3,1,0,0,1,1,1,2,4,1,0,1,2,2,4,0,0,0,0,0,0,1,4,1,1,1,3,1,4,3,1,1,3,0,0,3,4,1,3,1,2,1,2,1,0,0,0,0,2,1,4,1,0,0,0,2,0,3,1,3,4,1,1,0,2,3,1,1,1,2,2,2,2,1,1,1,1,1,0,1,3,0,2,2,0,1,1,1,1,1,1,1,0,1,0,2,2,3,1,2,3,3,2,1,1,1,3,0,3,3,0,3,1,1,3,0,0,2,1,2,1,0,0,3,2,2,0,1,5,2,2,2,1,4,4,0,0,2,1,1,1,2,3,2,2,1,0,1,0,2,1,1,2,1,0,3
HOBBIES_1_098_CA_1_CA_1_evaluation,HOBBIES_1_098_CA_1,HOBBIES_1,HOBBIES,CA_1,CA,0,3,3,0,0,0,0,2,1,1,2,2,2,0,3,2,0,0,2,2,2,6,2,1,1,0,0,1,5,0,0,1,2,2,0,1,2,1,2,1,0,2,2,2,0,3,0,1,2,2,0,0,2,0,1,1,1,2,2,0,1,0,2,0,2,2,3,2,1,0,0,2,2,2,2,3,0,1,2,2,3,1,0,0,3,1,0,3,1,2,1,0,0,4,2,3,2,3,2,1,1,1,4,0,2,0,5,1,2,2,1,3,0,1,2,3,5,2,0,3,2,2,1,1,0,2,3,2,3,1,0,2,3,1,1,4,4,3,2,5,2,1,2,0,0,1,3,0,0,2,2,2,1,1,0,1,0,0,2,0,1,2,2,3,4,1,3,2,2,2,0,2,1,1,0,1,4,0,0,2,3,1,2,3,0,0,1,0,3,1,2,1,0,2,4,1,0,0,0,1
HOBBIES_1_099_CA_1_CA_1_evaluation,HOBBIES_1_099_CA_1,HOBBIES_1,HOBBIES,CA_1,CA,1,2,2,1,0,1,0,1,1,0,0,3,0,1,5,2,1,1,1,1,2,1,3,1,2,3,3,3,1,0,1,0,2,2,1,1,0,1,2,1,3,1,1,2,0,2,0,1,3,6,3,3,0,3,1,0,2,3,2,1,0,2,2,1,2,2,0,0,1,3,4,1,1,0,4,0,0,1,3,1,0,2,3,2,4,1,3,2,0,0,2,1,4,2,3,1,1,1,3,1,1,1,0,1,4,1,2,0,4,1,3,1,0,2,0,4,0,3,2,0,0,1,1,0,1,0,2,2,2,1,0,0,0,1,5,2,0,0,1,4,2,2,3,2,2,2,1,1,3,2,0,2,2,1,1,0,2,0,0,3,0,1,2,0,1,0,0,1,1,2,1,0,0,0,0,1,0,1,3,1,1,1,3,0,2,2,1,1,1,2,3,2,1,5,0,0,3,1,2,1
